timestamp,airspeed,armed,attack_type,attitude.pitch,attitude.roll,attitude.yaw,battery.current,battery.level,battery.voltage,commands.count,commands.next,companion_computer.cpu_temp,companion_computer.cpu_usage,companion_computer.ram_usage,ekf_ok,gimbal.pitch,gimbal.roll,gimbal.yaw,gps_0.eph,gps_0.epv,gps_0.fix_type,gps_0.satellites_visible,groundspeed,heading,home_location.alt,home_location.global_frame,home_location.lat,home_location.local_frame,home_location.lon,is_armable,last_heartbeat,location.global_frame.alt,location.global_frame.global_frame,location.global_frame.lat,location.global_frame.local_frame,location.global_frame.lon,location.global_relative_frame.alt,location.global_relative_frame.global_frame,location.global_relative_frame.lat,location.global_relative_frame.local_frame,location.global_relative_frame.lon,location.local_frame.down,location.local_frame.east,location.local_frame.north,ml_verdict,mode.name,mount_status[0],mount_status[1],mount_status[2],rangefinder.distance,rangefinder.voltage,system_status.state,timedelta,velocity[0],velocity[1],velocity[2],version.autopilot_type,version.major,version.minor,version.patch,version.raw_version,version.release,version.vehicle_type
1732729580.576419,0.0,True,benign,-0.0241062454879283,-0.0153588382527232,-3.1020760536193848,0.21,76,16.111,0,0,20,18.1,36.7,False,,,,66,104,3,19,0.0298616532236337,182,81.35,,39.1424171,,-76.7304851,False,0.0137754070001392,80.881,,39.1424151,,-76.7304841,-0.017,,39.1424151,,-76.7304841,9.162005424499512,6.310528755187988,-22.84644317626953,0,POSCTL,,,,6,,ACTIVE,0.0,0.0,0.02,0.03,12,1,15,2,17760768,0,13
1732729580.6724284,0.0,True,benign,-0.0242419205605983,-0.0152616687119007,-3.102018356323242,0.67,76,16.109,0,0,20,58.6,36.7,False,,,,66,104,3,19,0.0368544049561023,182,81.35,,39.1424171,,-76.7304851,False,0.1069239439998455,80.87,,39.1424151,,-76.730484,-0.028,,39.1424151,,-76.730484,9.162005424499512,6.310528755187988,-22.84644317626953,0,POSCTL,,,,6,,ACTIVE,1732729580.6724284,0.0,0.03,0.03,12,1,15,2,17760768,0,13
1732729580.7733417,0.0,True,benign,-0.0236151702702045,-0.0149583220481872,-3.102501630783081,0.67,76,16.109,0,0,20,56.6,36.7,False,,,,66,104,3,19,0.0368544049561023,182,81.35,,39.1424171,,-76.7304851,False,0.2146838700000444,80.866,,39.1424151,,-76.730484,-0.032,,39.1424151,,-76.730484,9.169431686401367,6.314915180206299,-22.849828720092773,0,POSCTL,,,,6,,ACTIVE,0.1009132862091064,0.0,0.04,0.03,12,1,15,2,17760768,0,13
1732729580.8735106,0.0,True,benign,-0.0236413720995187,-0.0150121450424194,-3.1026594638824463,0.67,76,16.109,0,0,20,68.4,36.7,False,,,,66,104,3,19,0.0368544049561023,182,81.35,,39.1424171,,-76.7304851,False,0.3088343700001132,80.858,,39.142415,,-76.730484,-0.039,,39.142415,,-76.730484,9.17508029937744,6.319031715393066,-22.852184295654297,0,POSCTL,,,,7,,ACTIVE,1732729580.7725973,0.0,0.04,0.02,12,1,15,2,17760768,0,13
1732729580.9737403,0.0,True,benign,-0.0237996466457843,-0.0147552611306309,-3.102386951446533,0.67,76,16.109,0,0,20,63.3,36.7,False,,,,66,104,3,19,0.0422647148370742,182,81.35,,39.1424171,,-76.7304851,False,0.3940599070001553,80.854,,39.142415,,-76.7304839,-0.044,,39.142415,,-76.7304839,9.1824951171875,6.322281360626221,-22.85731315612793,0,POSCTL,,,,7,,ACTIVE,0.2011430263519287,0.0,0.03,0.02,12,1,15,2,17760768,0,13
1732729581.0739698,0.0,True,benign,-0.0237339287996292,-0.0147694293409585,-3.102571964263916,0.67,76,16.109,0,0,20,64.8,36.7,False,,,,66,104,3,19,0.0422647148370742,182,81.35,,39.1424171,,-76.7304851,False,0.5090033139999832,80.847,,39.1424149,,-76.7304839,-0.051,,39.1424149,,-76.7304839,9.188312530517578,6.326178073883057,-22.862276077270508,0,POSCTL,,,,7,,ACTIVE,1732729580.8728268,0.0,0.03,0.02,12,1,15,2,17760768,0,13
1732729581.1739771,0.0,True,benign,-0.0241151489317417,-0.0145821841433644,-3.102555274963379,0.67,76,16.109,0,0,20,68.5,36.7,False,,,,66,104,3,19,0.0422647148370742,182,81.35,,39.1424171,,-76.7304851,False,0.5999928510000245,80.843,,39.1424149,,-76.7304839,-0.055,,39.1424149,,-76.7304839,9.19371223449707,6.327859878540039,-22.866064071655277,0,POSCTL,,,,6,,ACTIVE,0.3011503219604492,0.0,0.02,0.01,12,1,15,2,17760768,0,13
1732729581.2743316,0.0,True,benign,-0.0241478942334651,-0.0148362144827842,-3.102367877960205,1.17,76,16.094,0,0,20,55.3,36.7,False,,,,66,104,3,19,0.0422647148370742,182,81.35,,39.1424171,,-76.7304851,False,0.7155934620000153,80.836,,39.1424149,,-76.7304839,-0.062,,39.1424149,,-76.7304839,9.2000732421875,6.328510284423828,-22.871435165405277,0,POSCTL,,,,6,,ACTIVE,1732729580.9731812,-0.01,0.02,0.02,12,1,15,2,17760768,0,13
1732729581.3748622,0.0,True,benign,-0.0239672176539897,-0.0145607599988579,-3.1025595664978027,1.17,76,16.094,0,0,20,55.1,36.7,False,,,,66,104,3,19,0.0238514468073844,182,80.898,,39.1424152,,-76.7304842,False,0.8161429249998946,80.832,,39.1424148,,-76.7304839,-0.066,,39.1424148,,-76.7304839,9.20672607421875,6.328780174255371,-22.87640190124512,0,POSCTL,,,,6,,ACTIVE,0.4016809463500976,-0.01,0.02,0.02,12,1,15,2,17760768,0,13
1732729581.4759376,0.0,True,benign,-0.0239104200154542,-0.0145589811727404,-3.102588891983032,1.17,76,16.094,0,0,20,63.6,36.7,False,,,,66,104,3,19,0.0238514468073844,182,80.898,,39.1424152,,-76.7304842,False,0.917358628999864,80.825,,39.1424148,,-76.7304839,-0.073,,39.1424148,,-76.7304839,9.212494850158691,6.33035945892334,-22.881986618041992,0,POSCTL,,,,7,,ACTIVE,1732729581.074257,-0.01,0.02,0.01,12,1,15,2,17760768,0,13
