timestamp,airspeed,armed,attack_type,attitude.pitch,attitude.roll,attitude.yaw,battery.current,battery.level,battery.voltage,commands.count,commands.next,ekf_ok,gimbal.pitch,gimbal.roll,gimbal.yaw,gps_0.eph,gps_0.epv,gps_0.fix_type,gps_0.satellites_visible,groundspeed,heading,home_location.alt,home_location.global_frame,home_location.lat,home_location.local_frame,home_location.lon,is_armable,last_heartbeat,location.global_frame.alt,location.global_frame.global_frame,location.global_frame.lat,location.global_frame.local_frame,location.global_frame.lon,location.global_relative_frame.alt,location.global_relative_frame.global_frame,location.global_relative_frame.lat,location.global_relative_frame.local_frame,location.global_relative_frame.lon,location.local_frame.down,location.local_frame.east,location.local_frame.north,ml_verdict,mode.name,mount_status[0],mount_status[1],mount_status[2],rangefinder.distance,rangefinder.voltage,system_status.state,timedelta,velocity[0],velocity[1],velocity[2],version.autopilot_type,version.major,version.minor,version.patch,version.raw_version,version.release,version.vehicle_type
1733424226.5274198,0.0,True,benign,-0.000796908512711525,0.0027072448283433914,0.15732671320438385,-1.0,100,16.198,0,8,False,,,,0,0,3,10,0.016653764992952347,9,28.504,,39.9526379,,-113.475976,False,0.09963496000273153,28.497,,39.9526378,,-113.4759759,0.0,,39.9526378,,-113.4759759,-0.00042763215606100857,0.005029191728681326,0.00399404251947999,-1,RTL,,,,,,ACTIVE,0,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424226.6261296,0.0,True,benign,-0.0009822123683989048,0.002591704251244664,0.15741200745105743,-1.0,100,16.198,0,8,False,,,,0,0,3,10,0.016066696494817734,9,28.504,,39.9526379,,-113.475976,False,0.1974883100047009,28.498,,39.9526378,,-113.4759759,0.001,,39.9526378,,-113.4759759,-0.0010652767959982157,0.005369434133172035,0.003959831781685352,-1,RTL,,,,,,ACTIVE,1733424226.6261296,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424226.72382,0.0,True,benign,-0.0010492227738723159,0.002629690570756793,0.1574162095785141,-1.0,100,16.192,0,8,False,,,,0,0,3,10,0.016355903819203377,9,28.504,,39.9526379,,-113.475976,False,0.29531319900706876,28.499,,39.9526378,,-113.4759759,0.002,,39.9526378,,-113.4759759,-0.0017374942544847727,0.005859813187271357,0.00390984769910574,-1,RTL,,,,,,ACTIVE,0.09769034385681152,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424226.826485,0.0,True,benign,-0.000807431060820818,0.0025327743496745825,0.15765297412872314,-1.0,100,16.192,0,8,False,,,,0,0,3,10,0.015618185512721539,9,28.504,,39.9526379,,-113.475976,False,0.3949798230023589,28.499,,39.9526378,,-113.4759759,0.002,,39.9526378,,-113.4759759,-0.002289128489792347,0.006132950074970722,0.003962093964219093,-1,RTL,,,,,,ACTIVE,1733424226.7287946,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424226.9288476,0.0,True,benign,-0.0005702641210518777,0.0025483141653239727,0.1580050140619278,-1.0,100,16.186,0,8,False,,,,0,0,3,10,0.013964452780783176,9,28.504,,39.9526379,,-113.475976,False,0.5003822060098173,28.5,,39.9526378,,-113.4759759,0.003,,39.9526378,,-113.4759759,-0.0032874976750463247,0.006229969207197428,0.003960441332310438,-1,RTL,,,,,,ACTIVE,0.20005297660827637,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424227.0364196,0.0,True,benign,-0.0005591930239461362,0.002415611408650875,0.1579570472240448,-1.0,100,16.186,0,8,False,,,,0,0,3,10,0.013778278604149818,9,28.504,,39.9526379,,-113.475976,False,0.6075399080000352,28.501,,39.9526378,,-113.4759759,0.004,,39.9526378,,-113.4759759,-0.004004344344139099,0.006223889067769051,0.003933512140065432,-1,RTL,,,,,,ACTIVE,1733424226.8363667,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424227.139531,0.0,True,benign,-0.000695158145390451,0.0021115487907081842,0.15800735354423523,-1.0,100,16.186,0,8,False,,,,0,0,3,10,0.013778278604149818,9,28.497,,39.9526378,,-113.4759759,False,0.7040678250050405,28.501,,39.9526378,,-113.4759759,0.004,,39.9526378,,-113.4759759,-0.004436915274709463,0.006183921825140715,0.0038674355018883944,-1,RTL,,,,,,ACTIVE,0.3031642436981201,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424227.2382545,0.0,True,benign,-0.000600710220169276,0.0020808728877454996,0.15807420015335083,-1.0,100,16.18,0,8,False,,,,0,0,3,10,0.011326386593282223,9,28.497,,39.9526378,,-113.4759759,False,0.8107041400071466,28.502,,39.9526378,,-113.4759759,0.005,,39.9526378,,-113.4759759,-0.005001240409910679,0.006069165654480457,0.003960097208619118,-1,RTL,,,,,,ACTIVE,1733424226.9350903,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424227.3363714,0.0,True,benign,-0.0003920096787624061,0.0021095885895192623,0.1584007889032364,-1.0,100,16.18,0,8,False,,,,0,0,3,10,0.011902214959263802,9,28.497,,39.9526378,,-113.4759759,False,0.9080461440025829,28.502,,39.9526378,,-113.4759759,0.005,,39.9526378,,-113.4759759,-0.00543304905295372,0.005840036552399397,0.00388552388176322,-1,RTL,,,,,,ACTIVE,0.40128111839294434,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424227.440401,0.0,True,benign,-0.0006606587558053434,0.0018547129584476352,0.15831401944160461,-1.0,100,16.174,0,8,False,,,,0,0,3,10,0.011038592085242271,9,28.497,,39.9526378,,-113.4759759,False,1.0055021640000632,28.503,,39.9526378,,-113.4759759,0.005,,39.9526378,,-113.4759759,-0.005679531022906303,0.0056016412563622,0.003955342806875706,-1,RTL,,,,,,ACTIVE,1733424227.03912,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424227.5470898,0.0,True,benign,-0.00032753904815763235,0.0020289679523557425,0.15835942327976227,-1.0,100,16.171,0,8,False,,,,0,0,3,10,0.01011747121810913,9,28.497,,39.9526378,,-113.4759759,False,0.007736658997600898,28.503,,39.9526378,,-113.4759759,0.006,,39.9526378,,-113.4759759,-0.00582208763808012,0.005167685449123383,0.004198329523205757,-1,RTL,,,,,,ACTIVE,0.507969856262207,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424227.6474733,0.0,True,benign,-0.00022637730580754578,0.0018533916445448995,0.15836726129055023,-1.0,100,16.168,0,8,False,,,,0,0,3,10,0.011049533262848854,9,28.497,,39.9526378,,-113.4759759,False,0.013499370004865341,28.503,,39.9526378,,-113.4759759,0.006,,39.9526378,,-113.4759759,-0.005832303315401077,0.00456964923068881,0.004562962334603071,-1,RTL,,,,,,ACTIVE,1733424227.1395035,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424227.7540863,0.0,True,benign,-0.00016699719708412886,0.0018723260145634413,0.15860384702682495,-1.0,100,16.168,0,8,False,,,,0,0,3,10,0.012892925180494785,9,28.497,,39.9526378,,-113.4759759,False,0.12054542600526474,28.503,,39.9526378,,-113.4759759,0.006,,39.9526378,,-113.4759759,-0.0059137591160833836,0.003966243006289005,0.0051206378266215324,-1,RTL,,,,,,ACTIVE,0.6145827770233154,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424227.8484411,0.0,True,benign,-0.00034858391154557467,0.0015025623142719269,0.15869024395942688,-1.0,100,16.168,0,8,False,,,,0,0,3,10,0.012782054953277111,9,28.497,,39.9526378,,-113.4759759,False,0.21287135600869078,28.503,,39.9526378,,-113.4759759,0.006,,39.9526378,,-113.4759759,-0.006147113163024187,0.0034528898540884256,0.00574287585914135,-1,RTL,,,,,,ACTIVE,1733424227.2338583,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424227.9648404,0.0,True,benign,-0.00046880674199201167,0.0013657589443027973,0.1583201140165329,-1.0,100,16.162,0,8,False,,,,0,0,3,10,0.012793395668268204,9,28.497,,39.9526378,,-113.4759759,False,0.3114771000109613,28.503,,39.9526378,,-113.4759759,0.006,,39.9526378,,-113.4759759,-0.006551722530275583,0.0030241941567510366,0.006479593459516764,-1,RTL,,,,,,ACTIVE,0.7309820652008057,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424228.048335,0.0,True,benign,-0.0010892442660406232,0.0014551118947565556,0.1583278626203537,-1.0,100,16.162,0,8,False,,,,0,0,3,10,0.014994210563600063,9,28.497,,39.9526378,,-113.4759759,False,0.4129667360102758,28.504,,39.9526378,,-113.4759759,0.007,,39.9526378,,-113.4759759,-0.006979509722441435,0.0027672299183905125,0.006961752660572529,-1,RTL,,,,,,ACTIVE,1733424227.317353,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424228.1486423,0.0,True,benign,-0.0010300856083631516,0.001705797971226275,0.15864737331867218,-1.0,99,16.156,0,8,False,,,,0,0,3,10,0.014065989293158054,9,28.497,,39.9526378,,-113.4759759,False,0.5104346870066365,28.504,,39.9526378,,-113.4759759,0.007,,39.9526378,,-113.4759759,-0.007308293133974075,0.0025475644506514072,0.0074673364870250225,-1,RTL,,,,,,ACTIVE,0.8312892913818359,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424228.25113,0.0,True,benign,-0.001264961319975555,0.0018240946810692549,0.1587100625038147,-1.0,99,16.156,0,8,False,,,,0,0,3,10,0.01437366008758545,9,28.497,,39.9526378,,-113.4759759,False,0.6179754409968155,28.505,,39.9526378,,-113.4759759,0.007,,39.9526378,,-113.4759759,-0.007671189960092306,0.0022486108355224133,0.008058090694248676,-1,RTL,,,,,,ACTIVE,1733424227.4198408,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733424228.3505292,0.0,True,benign,-0.0014633379178121686,0.0021258003544062376,0.1585691273212433,-1.0,99,16.15,0,8,False,,,,0,0,3,10,0.014260759577155113,9,28.497,,39.9526378,,-113.4759759,False,0.7157758380053565,28.505,,39.9526378,,-113.4759759,0.008,,39.9526378,,-113.4759759,-0.007921308279037476,0.002017329214140773,0.008560430258512497,-1,RTL,,,,,,ACTIVE,0.9306883811950684,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733424228.453689,0.0,True,benign,-0.0013973867753520608,0.002281020162627101,0.15900932252407074,-1.0,99,16.15,0,8,False,,,,0,0,3,10,0.012942197732627392,9,28.497,,39.9526378,,-113.4759759,False,0.8197047270077746,28.505,,39.9526378,,-113.4759759,0.008,,39.9526378,,-113.4759759,-0.007968408986926079,0.0017783273942768574,0.008925190195441246,-1,RTL,,,,,,ACTIVE,1733424227.5230007,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733424228.5547376,0.0,True,benign,-0.0015201906207948923,0.002214384265244007,0.15908168256282806,-1.0,99,16.144,0,8,False,,,,0,0,3,10,0.011442432180047035,9,28.497,,39.9526378,,-113.4759759,False,0.9186466100072721,28.505,,39.9526378,,-113.4759759,0.008,,39.9526378,,-113.4759759,-0.008008349686861038,0.0017117823008447886,0.009069330990314484,-1,RTL,,,,,,ACTIVE,1.0317368507385254,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733424228.6536648,0.0,True,benign,-0.0018800246762111783,0.0023945816792547703,0.15948273241519928,-1.0,99,16.141,0,8,False,,,,0,0,3,10,0.009072070010006428,9,28.497,,39.9526378,,-113.4759759,False,0.003686106007080525,28.505,,39.9526378,,-113.4759759,0.008,,39.9526378,,-113.4759759,-0.00796730350703001,0.0018216943135485053,0.009187383577227592,-1,RTL,,,,,,ACTIVE,1733424227.621928,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733424228.7530198,0.0,True,benign,-0.002027951180934906,0.0023857238702476025,0.15986497700214386,-1.0,99,16.138,0,8,False,,,,0,0,3,10,0.008139306679368019,9,28.497,,39.9526378,,-113.4759759,False,0.009570156005793251,28.505,,39.9526378,,-113.4759759,0.008,,39.9526378,,-113.4759759,-0.008022039197385311,0.0023468127474188805,0.009525809437036514,-1,RTL,,,,,,ACTIVE,1.131091833114624,0.0,0.0,0.0,12,1,15,0,17760384,128,2
