timestamp,airspeed,armed,attack_type,attitude.pitch,attitude.roll,attitude.yaw,battery.current,battery.level,battery.voltage,commands.count,commands.next,companion_computer.cpu_temp,companion_computer.cpu_usage,companion_computer.ram_usage,ekf_ok,gimbal.pitch,gimbal.roll,gimbal.yaw,gps_0.eph,gps_0.epv,gps_0.fix_type,gps_0.satellites_visible,groundspeed,heading,home_location,home_location.alt,home_location.global_frame,home_location.lat,home_location.local_frame,home_location.lon,is_armable,last_heartbeat,location.global_frame.alt,location.global_frame.global_frame,location.global_frame.lat,location.global_frame.local_frame,location.global_frame.lon,location.global_relative_frame.alt,location.global_relative_frame.global_frame,location.global_relative_frame.lat,location.global_relative_frame.local_frame,location.global_relative_frame.lon,location.local_frame.down,location.local_frame.east,location.local_frame.north,ml_verdict,mode.name,mount_status[0],mount_status[1],mount_status[2],rangefinder.distance,rangefinder.voltage,system_status.state,timedelta,velocity[0],velocity[1],velocity[2],version.autopilot_type,version.major,version.minor,version.patch,version.raw_version,version.release,version.vehicle_type
1733838341.2293854,0.0,True,benign,0.0027270850259810686,0.005913170985877514,0.18768562376499176,-1.0,51,15.3,0,4,,24.9,84.0,False,,,,0,0,3,10,0.02977883815765381,10,,,,,,,False,0.7349999999860302,30.996,,39.9526379,,-113.4759763,2.503,,39.9526379,,-113.4759763,-2.5039310455322266,-0.034600891172885895,-0.009800571016967297,unknown,LOITER,,,,,,ACTIVE,0,0.01,0.02,0.0,12,1,15,0,17760384,128,2
1733838342.2496758,0.0,True,benign,0.00211677816696465,0.004733153618872166,0.18981756269931793,-1.0,51,15.3,0,4,,16.5,84.0,False,,,,0,0,3,10,0.02542499639093876,10,,28.492,,39.9526378,,-113.4759759,False,0.5,30.998,,39.952638,,-113.4759762,2.505,,39.952638,,-113.4759762,-2.5055551528930664,-0.028591342270374298,0.00016701903950888664,unknown,LOITER,,,,,,ACTIVE,1733838342.2496758,0.0,0.02,0.0,12,1,15,0,17760384,128,2
1733838342.3516777,0.0,True,benign,0.0019653646741062403,0.004886644426733255,0.18993359804153442,-1.0,51,15.3,0,4,,11.9,84.0,False,,,,0,0,3,10,0.026349131017923355,10,,28.492,,39.9526378,,-113.4759759,False,0.5940000000118744,30.998,,39.952638,,-113.4759762,2.505,,39.952638,,-113.4759762,-2.5056092739105225,-0.027259496971964836,0.00011484563583508134,unknown,LOITER,,,,,,ACTIVE,0.10200190544128418,0.0,0.02,0.0,12,1,15,0,17760384,128,2
1733838342.461678,0.0,True,benign,0.0017262863693758845,0.004327986855059862,0.18953315913677216,-1.0,51,15.3,0,4,,9.5,84.0,False,,,,0,0,3,10,0.026349131017923355,10,,28.492,,39.9526378,,-113.4759759,False,0.7190000000118744,30.998,,39.9526379,,-113.4759762,2.505,,39.9526379,,-113.4759762,-2.505634307861328,-0.025911135599017143,-0.00023575489467475563,unknown,LOITER,,,,,,ACTIVE,1733838342.3596761,0.0,0.02,0.0,12,1,15,0,17760384,128,2
1733838342.5693755,0.0,True,benign,0.0014288764214143157,0.004266931675374508,0.1896301805973053,-1.0,51,15.3,0,4,,11.0,84.0,False,,,,0,0,3,10,0.026721574366092682,10,,28.492,,39.9526378,,-113.4759759,False,0.8129999999946449,30.998,,39.9526379,,-113.4759761,2.505,,39.9526379,,-113.4759761,-2.505760908126831,-0.024405494332313538,-0.0012399242259562016,unknown,LOITER,,,,,,ACTIVE,0.20969939231872559,0.0,0.02,0.0,12,1,15,0,17760384,128,2
1733838342.6800957,0.0,True,benign,0.0009817059617489576,0.0038210584316402674,0.18951664865016937,-1.0,51,15.3,0,4,,19.8,84.0,False,,,,0,0,3,10,0.027909304946660995,10,,28.492,,39.9526378,,-113.4759759,False,0.9379999999946449,30.998,,39.9526379,,-113.4759761,2.505,,39.9526379,,-113.4759761,-2.505919933319092,-0.02304035983979702,-0.0021985594648867846,unknown,LOITER,,,,,,ACTIVE,1733838342.4703963,0.0,0.02,0.0,12,1,15,0,17760384,128,2
1733838342.788078,0.0,True,benign,0.0008595925173722208,0.0034953898284584284,0.18950343132019043,-1.0,51,15.3,0,4,,15.2,84.0,False,,,,0,0,3,10,0.027681108564138412,10,,28.492,,39.9526378,,-113.4759759,False,1.0320000000065193,30.998,,39.9526379,,-113.4759761,2.505,,39.9526379,,-113.4759761,-2.5061538219451904,-0.021828675642609596,-0.002949407557025552,unknown,LOITER,,,,,,ACTIVE,0.31768178939819336,0.0,0.02,0.0,12,1,15,0,17760384,128,2
1733838342.897296,0.0,True,benign,0.0009055441478267312,0.003450206946581602,0.18940231204032898,-1.0,51,15.3,0,4,,24.7,84.0,False,,,,0,0,3,10,0.025388143956661224,10,,28.492,,39.9526378,,-113.4759759,False,0.11000000001513399,30.999,,39.9526379,,-113.4759761,2.506,,39.9526379,,-113.4759761,-2.506497859954834,-0.020762603729963303,-0.0036164268385618925,unknown,LOITER,,,,,,ACTIVE,1733838342.5796142,-0.01,0.02,0.0,12,1,15,0,17760384,128,2
1733838343.0062978,0.0,True,benign,0.00027395234792493284,0.003745956113561988,0.1895568072795868,-1.0,51,15.3,0,4,,19.0,84.0,False,,,,0,0,3,10,0.023436931893229485,10,,28.492,,39.9526378,,-113.4759759,False,0.07800000000861473,30.999,,39.9526379,,-113.4759761,2.506,,39.9526379,,-113.4759761,-2.5069754123687744,-0.019910912960767746,-0.004292098805308342,unknown,LOITER,,,,,,ACTIVE,0.4266836643218994,-0.01,0.02,0.0,12,1,15,0,17760384,128,2
1733838343.1162941,0.0,True,benign,3.485893830657005e-05,0.003924102522432804,0.18944355845451355,-1.0,51,15.3,0,4,,26.2,84.0,False,,,,0,0,3,10,0.022580955177545547,10,,28.492,,39.9526378,,-113.4759759,False,0.20300000000861473,31.0,,39.9526379,,-113.4759761,2.507,,39.9526379,,-113.4759761,-2.507333278656006,-0.019421394914388657,-0.005194668658077717,unknown,LOITER,,,,,,ACTIVE,1733838342.6896105,-0.01,0.01,0.0,12,1,15,0,17760384,128,2
1733838343.2252948,0.0,True,benign,3.97666881326586e-05,0.0037331038620322943,0.18988613784313202,-1.0,51,15.3,0,4,,36.0,84.0,False,,,,0,0,3,10,0.021980242803692818,10,,28.492,,39.9526378,,-113.4759759,False,0.3129999999946449,31.0,,39.9526379,,-113.4759761,2.507,,39.9526379,,-113.4759761,-2.507664203643799,-0.018818411976099014,-0.005920031573623419,unknown,LOITER,,,,,,ACTIVE,0.53568434715271,-0.01,0.01,0.0,12,1,15,0,17760384,128,2
1733838343.334305,0.0,True,benign,-0.00019469884864520282,0.0036352453753352165,0.1900082379579544,-1.0,51,15.3,0,4,,22.2,84.1,False,,,,0,0,3,10,0.021527355536818504,10,,28.492,,39.9526378,,-113.4759759,False,0.40700000000651926,31.0,,39.9526379,,-113.4759761,2.507,,39.9526379,,-113.4759761,-2.5078163146972656,-0.017946848645806313,-0.006937962491065264,unknown,LOITER,,,,,,ACTIVE,1733838342.7986207,-0.01,0.01,0.0,12,1,15,0,17760384,128,2
1733838343.443471,0.0,True,benign,-0.00034775794483721256,0.0033986959606409073,0.18973073363304138,-1.0,51,15.3,0,4,,24.7,84.0,False,,,,0,0,3,10,0.022470928728580475,10,,28.492,,39.9526378,,-113.4759759,False,0.5160000000032596,31.0,,39.9526379,,-113.475976,2.507,,39.9526379,,-113.475976,-2.5077879428863525,-0.016802316531538963,-0.007845621556043625,unknown,LOITER,,,,,,ACTIVE,0.6448502540588379,-0.01,0.02,0.0,12,1,15,0,17760384,128,2
1733838343.550228,0.0,True,benign,-0.0003358557296451181,0.0029660172294825315,0.189622700214386,-1.0,51,15.3,0,4,,6.3,84.0,False,,,,0,0,3,10,0.022196089848876,10,,28.492,,39.9526378,,-113.4759759,False,0.625,31.0,,39.9526379,,-113.475976,2.507,,39.9526379,,-113.475976,-2.5077855587005615,-0.015866409987211227,-0.0086605129763484,unknown,LOITER,,,,,,ACTIVE,1733838342.9053779,-0.01,0.01,0.0,12,1,15,0,17760384,128,2
1733838343.6598647,0.0,True,benign,-0.0004532368329819292,0.003318613860756159,0.18946847319602966,-1.0,51,15.3,0,4,,10.7,84.0,False,,,,0,0,3,10,0.019803641363978386,10,,28.492,,39.9526378,,-113.4759759,False,0.735000000015134,31.0,,39.9526379,,-113.475976,2.507,,39.9526379,,-113.475976,-2.507937431335449,-0.015507698990404606,-0.009837041608989239,unknown,LOITER,,,,,,ACTIVE,0.7544867992401123,0.0,0.01,0.0,12,1,15,0,17760384,128,2
1733838343.7678661,0.0,True,benign,-0.00036183602060191333,0.0032970441970974207,0.1894921511411667,-1.0,51,15.3,0,4,,18.8,84.0,False,,,,0,0,3,10,0.01881175860762596,10,,28.492,,39.9526378,,-113.4759759,False,0.8440000000118744,31.0,,39.9526378,,-113.475976,2.507,,39.9526378,,-113.475976,-2.5081074237823486,-0.015524663031101227,-0.011365794576704502,unknown,LOITER,,,,,,ACTIVE,1733838343.0133793,0.0,0.01,0.0,12,1,15,0,17760384,128,2
1733838343.876862,0.0,True,benign,-0.0007428258541040123,0.0035115161444991827,0.18937945365905762,-1.0,51,15.3,0,4,,17.6,84.0,False,,,,0,0,3,10,0.017512567341327667,10,,28.492,,39.9526378,,-113.4759759,False,0.9530000000086147,31.001,,39.9526378,,-113.475976,2.508,,39.9526378,,-113.475976,-2.5083515644073486,-0.015698041766881943,-0.012969390489161015,unknown,LOITER,,,,,,ACTIVE,0.8634827136993408,-0.01,0.01,0.0,12,1,15,0,17760384,128,2
1733838343.9830172,0.0,True,benign,-0.0012922787573188543,0.0034678210504353046,0.18933793902397156,-1.0,51,15.3,0,4,,16.5,84.0,False,,,,0,0,3,10,0.01669834740459919,10,,28.492,,39.9526378,,-113.4759759,False,0.046999999991385266,31.001,,39.9526378,,-113.475976,2.508,,39.9526378,,-113.475976,-2.5087084770202637,-0.015866154804825783,-0.014574162662029266,unknown,LOITER,,,,,,ACTIVE,1733838343.1195345,-0.01,0.01,0.0,12,1,15,0,17760384,128,2
1733838344.0900176,0.0,True,benign,-0.0015769083984196186,0.003907911945134401,0.18917742371559143,-1.0,51,15.3,0,4,,9.5,84.0,False,,,,0,0,3,10,0.014272425323724747,10,,28.492,,39.9526378,,-113.4759759,False,0.015000000013969839,31.001,,39.9526378,,-113.475976,2.508,,39.9526378,,-113.475976,-2.508915662765503,-0.01624220795929432,-0.016753273084759712,unknown,LOITER,,,,,,ACTIVE,0.9704830646514893,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733838344.1970177,0.0,True,benign,-0.0022207614965736866,0.004429472144693136,0.1891683042049408,-1.0,51,15.3,0,4,,13.1,84.0,False,,,,0,0,3,10,0.013435939326882362,10,,28.492,,39.9526378,,-113.4759759,False,0.10899999999674037,31.001,,39.9526378,,-113.475976,2.508,,39.9526378,,-113.475976,-2.508901596069336,-0.016571028158068657,-0.018761979416012764,unknown,LOITER,,,,,,ACTIVE,1733838343.2265346,-0.01,0.0,0.0,12,1,15,0,17760384,128,2
1733838344.3040173,0.0,True,benign,-0.002590225776657462,0.00431454461067915,0.1892138123512268,-1.0,51,15.3,0,4,,21.4,84.0,False,,,,0,0,3,10,0.01186954602599144,10,,28.492,,39.9526378,,-113.4759759,False,0.21799999999348074,31.001,,39.9526378,,-113.475976,2.508,,39.9526378,,-113.475976,-2.509014129638672,-0.016887212172150612,-0.020415231585502625,unknown,LOITER,,,,,,ACTIVE,1.0774827003479004,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733838344.408021,0.0,True,benign,-0.0025266411248594522,0.004624514374881983,0.18957845866680145,-1.0,51,15.3,0,4,,21.9,84.0,False,,,,0,0,3,10,0.01186954602599144,10,,28.492,,39.9526378,,-113.4759759,False,0.32800000000861473,31.001,,39.9526378,,-113.4759761,2.508,,39.9526378,,-113.4759761,-2.5091052055358887,-0.017153458669781685,-0.02167280949652195,unknown,LOITER,,,,,,ACTIVE,1733838343.3305383,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733838344.5160182,0.0,True,benign,-0.0024440404959023,0.004848645534366369,0.18947666883468628,-1.0,51,15.3,0,4,,23.3,83.9,False,,,,0,0,3,10,0.009329402819275856,10,,28.492,,39.9526378,,-113.4759759,False,0.4370000000053551,31.001,,39.9526377,,-113.4759761,2.508,,39.9526377,,-113.4759761,-2.5091195106506348,-0.017357341945171356,-0.022827759385108948,unknown,LOITER,,,,,,ACTIVE,1.1854798793792725,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733838344.6232605,0.0,True,benign,-0.0022421800531446934,0.004686028230935335,0.1894730031490326,-1.0,51,15.3,0,4,,20.0,83.9,False,,,,0,0,3,10,0.008501270785927773,10,,28.492,,39.9526378,,-113.4759759,False,0.5460000000020955,31.001,,39.9526377,,-113.4759761,2.509,,39.9526377,,-113.4759761,-2.5092458724975586,-0.017591355368494987,-0.024448804557323456,unknown,LOITER,,,,,,ACTIVE,1733838343.4377806,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733838344.7292316,0.0,True,benign,-0.0021605202928185463,0.004742769058793783,0.18921157717704773,-1.0,51,15.3,0,4,,11.9,83.9,False,,,,0,0,3,10,0.008197670802474022,10,,28.492,,39.9526378,,-113.4759759,False,0.6559999999881256,31.002,,39.9526377,,-113.4759761,2.509,,39.9526377,,-113.4759761,-2.5094287395477295,-0.01786494441330433,-0.025766422972083092,unknown,LOITER,,,,,,ACTIVE,1.2914509773254395,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733838344.8373828,0.0,True,benign,-0.0018839979311451316,0.004641472361981869,0.18911786377429962,-1.0,51,15.3,0,4,,20.0,83.9,False,,,,0,0,3,10,0.008728528395295143,10,,28.492,,39.9526378,,-113.4759759,False,0.75,31.002,,39.9526377,,-113.4759761,2.509,,39.9526377,,-113.4759761,-2.509556293487549,-0.01809462159872055,-0.02701740711927414,unknown,LOITER,,,,,,ACTIVE,1733838343.5459318,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733838344.947432,0.0,True,benign,-0.0021590227261185646,0.004554668441414833,0.18899013102054596,-1.0,51,15.3,0,4,,11.9,83.9,False,,,,0,0,3,10,0.009620514698326588,10,,28.492,,39.9526378,,-113.4759759,False,0.875,31.002,,39.9526377,,-113.4759761,2.509,,39.9526377,,-113.4759761,-2.5096120834350586,-0.018265318125486374,-0.027906980365514755,unknown,LOITER,,,,,,ACTIVE,1.4015002250671387,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733838345.054386,0.0,True,benign,-0.0020641444716602564,0.004700988531112671,0.18869194388389587,-1.0,51,15.3,0,4,,18.8,83.9,False,,,,0,0,3,10,0.00893143005669117,10,,28.492,,39.9526378,,-113.4759759,False,0.9679999999934807,31.002,,39.9526377,,-113.4759761,2.509,,39.9526377,,-113.4759761,-2.509453296661377,-0.018539074808359146,-0.028827743604779243,unknown,LOITER,,,,,,ACTIVE,1733838343.6528857,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733838345.1613839,0.0,True,benign,-0.0024274231400340796,0.004726591054350138,0.18873046338558197,-1.0,51,15.3,0,4,,12.5,83.9,False,,,,0,0,3,10,0.009168362244963646,10,,28.492,,39.9526378,,-113.4759759,False,0.07800000000861473,31.001,,39.9526377,,-113.4759761,2.508,,39.9526377,,-113.4759761,-2.5092127323150635,-0.018753038719296455,-0.029602713882923126,unknown,LOITER,,,,,,ACTIVE,1.508498191833496,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733838345.2713847,0.0,True,benign,-0.002365776803344488,0.004696825984865427,0.1882627010345459,-1.0,51,15.3,0,4,,17.6,84.0,False,,,,0,0,3,10,0.010368462651968002,10,,28.492,,39.9526378,,-113.4759759,False,0.062000000005355105,31.001,,39.9526377,,-113.4759761,2.508,,39.9526377,,-113.4759761,-2.5086586475372314,-0.018896717578172684,-0.030512075871229172,unknown,LOITER,,,,,,ACTIVE,1733838343.7628865,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733838345.3793838,0.0,True,benign,-0.0019812711980193853,0.004592661280184984,0.18795791268348694,-1.0,51,15.3,0,4,,22.4,83.8,False,,,,0,0,3,10,0.01279598567634821,10,,28.492,,39.9526378,,-113.4759759,False,0.17100000000209548,31.0,,39.9526377,,-113.4759761,2.507,,39.9526377,,-113.4759761,-2.508059024810791,-0.019037557765841484,-0.03127884492278099,unknown,LOITER,,,,,,ACTIVE,1.616497278213501,0.0,0.01,0.0,12,1,15,0,17760384,128,2
