timestamp,airspeed,armed,attitude.pitch,attitude.roll,attitude.yaw,battery.current,battery.level,battery.voltage,commands.count,commands.next,ekf_ok,gimbal.pitch,gimbal.roll,gimbal.yaw,gps_0.eph,gps_0.epv,gps_0.fix_type,gps_0.satellites_visible,groundspeed,heading,home_location.alt,home_location.global_frame,home_location.lat,home_location.local_frame,home_location.lon,is_armable,last_heartbeat,location.global_frame.alt,location.global_frame.global_frame,location.global_frame.lat,location.global_frame.local_frame,location.global_frame.lon,location.global_relative_frame.alt,location.global_relative_frame.global_frame,location.global_relative_frame.lat,location.global_relative_frame.local_frame,location.global_relative_frame.lon,location.local_frame.down,location.local_frame.east,location.local_frame.north,mode.name,mount_status[0],mount_status[1],mount_status[2],rangefinder.distance,rangefinder.voltage,system_status.state,velocity[0],velocity[1],velocity[2],version.autopilot_type,version.major,version.minor,version.patch,version.raw_version,version.release,version.vehicle_type
1732119844.7759795,0.0,True,0.0024774072226136923,0.003792430041357875,0.1680869609117508,-1.0,100,16.196,0,4,False,,,,0,0,3,10,0.008272487670183182,9,28.501,,39.9526379,,-113.475976,False,0.057205030985642225,28.494,,39.9526379,,-113.4759759,-0.002,,39.9526379,,-113.4759759,0.006707711610943079,0.002575252205133438,-0.00644938787445426,TAKEOFF,,,,,,ACTIVE,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1732119845.2886326,0.0,True,0.001957870787009597,0.004041363950818777,0.1690351963043213,-1.0,100,16.181,0,4,False,,,,0,0,3,10,0.017642999067902565,9,28.501,,39.9526379,,-113.475976,False,0.4756662460276857,28.491,,39.9526379,,-113.4759759,-0.004,,39.9526379,,-113.4759759,0.009517204016447067,0.003798300866037607,-0.00043148890836164355,TAKEOFF,,,,,,ACTIVE,0.01,0.0,0.0,12,1,15,0,17760384,128,2
1732119845.7949681,0.0,True,0.0009526293724775314,0.003784710308536887,0.16838011145591736,-1.0,100,16.169,0,4,False,,,,0,0,3,10,0.02344351075589657,9,28.496,,39.9526379,,-113.4759759,False,0.9869110609870404,28.491,,39.952638,,-113.4759759,-0.004,,39.952638,,-113.4759759,0.008974270895123482,0.0050912294536828995,0.0038363863714039326,TAKEOFF,,,,,,ACTIVE,0.02,0.0,0.0,12,1,15,0,17760384,128,2
1732119846.2998886,0.0,True,0.00024806580040603876,0.0036689992994070053,0.16814608871936798,-1.0,99,16.157,0,4,False,,,,0,0,3,10,0.026577053591609,9,28.496,,39.9526379,,-113.4759759,False,0.36893130897078663,28.493,,39.952638,,-113.4759759,-0.002,,39.952638,,-113.4759759,0.007368502672761679,0.005343305412679911,0.0058654421009123325,TAKEOFF,,,,,,ACTIVE,0.02,0.0,0.0,12,1,15,0,17760384,128,2
1732119846.8042998,0.0,True,0.0003172274155076593,0.004062332678586245,0.1677817553281784,-1.0,99,16.145,0,4,False,,,,0,0,3,10,0.03686545044183731,9,28.496,,39.9526379,,-113.4759759,False,0.8705425459775142,28.496,,39.9526381,,-113.4759759,0.001,,39.9526381,,-113.4759759,0.0038569027092307806,0.0070978994481265545,0.012752197682857513,TAKEOFF,,,,,,ACTIVE,0.03,0.01,0.0,12,1,15,0,17760384,128,2
1732119847.3104544,0.0,True,0.00016788369975984097,0.003719454165548086,0.16670484840869904,-1.0,98,16.127,0,4,False,,,,0,0,3,10,0.04435990750789642,9,28.496,,39.9526379,,-113.4759759,False,0.2367772400029935,28.497,,39.9526381,,-113.4759758,0.002,,39.9526381,,-113.4759758,0.003264609258621931,0.00989076029509306,0.019566161558032036,TAKEOFF,,,,,,ACTIVE,0.04,0.01,0.0,12,1,15,0,17760384,128,2
1732119847.8204718,0.0,True,0.0001415172591805458,0.003906706348061562,0.16617055237293243,-1.0,97,16.115,0,4,False,,,,0,0,3,10,0.048588041216135025,9,28.495,,39.952638,,-113.4759759,False,0.7476594510371797,28.496,,39.9526382,,-113.4759758,0.001,,39.9526382,,-113.4759758,0.004126955755054951,0.01074639055877924,0.023924266919493675,TAKEOFF,,,,,,ACTIVE,0.04,0.01,0.0,12,1,15,0,17760384,128,2
1732119848.3261442,0.0,True,0.0009898991556838155,0.0044073606841266155,0.16676761209964752,-1.0,97,16.103,0,4,False,,,,0,0,3,10,0.045669667422771454,9,28.495,,39.952638,,-113.4759759,False,0.13776173500809819,28.494,,39.9526381,,-113.4759758,-0.001,,39.9526381,,-113.4759758,0.006350561045110226,0.009266764856874943,0.022039690986275673,TAKEOFF,,,,,,ACTIVE,0.04,0.01,0.0,12,1,15,0,17760384,128,2
1732119848.8321407,0.0,True,0.025237692520022392,-0.006571454927325249,0.1673053354024887,-1.0,96,16.091,0,4,False,,,,0,0,3,10,0.04076297581195831,9,28.495,,39.952638,,-113.4759759,False,0.6451055709621869,28.494,,39.9526381,,-113.4759758,0.0,,39.9526381,,-113.4759758,0.005770145449787378,0.010524137876927853,0.020218392834067345,TAKEOFF,,,,,,ACTIVE,0.02,0.0,-0.02,12,1,15,0,17760384,128,2
1732119849.339288,0.0,True,0.007754242978990078,0.0009220499196089804,0.16691066324710846,-1.0,95,16.073,0,4,False,,,,0,0,3,10,0.07734067738056183,9,28.495,,39.952638,,-113.4759759,False,0.01204293395858258,28.568,,39.9526379,,-113.475976,0.072,,39.9526379,,-113.475976,-0.06438639760017395,-0.004305623471736908,-0.004843560513108969,TAKEOFF,,,,,,ACTIVE,-0.05,-0.05,-0.37,12,1,15,0,17760384,128,2
1732119849.8439693,0.0,True,-0.0061811478808522224,0.006085708271712065,0.16473013162612915,-1.0,94,16.061,0,4,False,,,,0,0,3,10,0.07024776190519333,9,28.495,,39.952638,,-113.4759759,False,0.514342198963277,28.802,,39.9526376,,-113.4759762,0.307,,39.9526376,,-113.4759762,-0.3078213036060333,-0.02501864731311798,-0.043287113308906555,TAKEOFF,,,,,,ACTIVE,-0.05,-0.04,-0.74,12,1,15,0,17760384,128,2
1732119850.3498514,0.0,True,-0.011023863218724728,0.009315142408013344,0.16286742687225342,-1.0,94,16.049,0,4,False,,,,0,0,3,10,0.025540590286254883,9,28.495,,39.952638,,-113.4759759,False,0.0016761439619585872,29.202,,39.9526373,,-113.4759765,0.706,,39.9526373,,-113.4759765,-0.6855441927909851,-0.04648329317569733,-0.07450121641159058,TAKEOFF,,,,,,ACTIVE,-0.01,-0.02,-1.02,12,1,15,0,17760384,128,2
1732119850.8575976,0.0,True,-0.009723406285047531,0.009776400402188301,0.16165859997272491,-1.0,93,16.037,0,4,False,,,,0,0,3,10,0.025442691519856453,9,28.495,,39.952638,,-113.4759759,False,0.4045689170015976,29.611,,39.9526371,,-113.4759767,1.116,,39.9526371,,-113.4759767,-1.1249736547470093,-0.06196234002709389,-0.0907692238688469,TAKEOFF,,,,,,ACTIVE,0.03,0.0,-0.88,12,1,15,0,17760384,128,2
