timestamp,airspeed,armed,attitude.pitch,attitude.roll,attitude.yaw,battery.current,battery.level,battery.voltage,commands.count,commands.next,ekf_ok,gimbal.pitch,gimbal.roll,gimbal.yaw,gps_0.eph,gps_0.epv,gps_0.fix_type,gps_0.satellites_visible,groundspeed,heading,home_location.alt,home_location.global_frame,home_location.lat,home_location.local_frame,home_location.lon,is_armable,last_heartbeat,location.global_frame.alt,location.global_frame.global_frame,location.global_frame.lat,location.global_frame.local_frame,location.global_frame.lon,location.global_relative_frame.alt,location.global_relative_frame.global_frame,location.global_relative_frame.lat,location.global_relative_frame.local_frame,location.global_relative_frame.lon,location.local_frame.down,location.local_frame.east,location.local_frame.north,ml_verdict,mode.name,mount_status[0],mount_status[1],mount_status[2],rangefinder.distance,rangefinder.voltage,system_status.state,timedelta,velocity[0],velocity[1],velocity[2],version.autopilot_type,version.major,version.minor,version.patch,version.raw_version,version.release,version.vehicle_type
1733102572.9875698,0.0,False,-0.001176975667476654,-0.002585048321634531,0.15624186396598816,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.028674498200416565,8,28.512,,39.9526378,,-113.475976,False,0.5619999999762513,28.494,,39.952638,,-113.475976,-0.017,,39.952638,,-113.475976,0.014433874748647213,-0.025216439738869667,0.01453668624162674,unknown,LOITER,,,,,,STANDBY,0,0.01,-0.02,0.0,12,1,15,2,17760768,0,2
1733102574.0018651,0.0,False,-0.0005127076292410493,-0.0023832046426832676,0.15671661496162415,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.027052689343690872,8,28.512,,39.9526378,,-113.475976,False,0.4529999999795109,28.496,,39.952638,,-113.4759761,-0.015,,39.952638,,-113.4759761,0.012381375767290592,-0.029441053047776222,0.013891445472836494,unknown,LOITER,,,,,,STANDBY,1733102574.0018651,0.0,-0.02,0.0,12,1,15,2,17760768,0,2
1733102574.105866,0.0,False,-0.00046027053031139076,-0.0022499596234411,0.1567803919315338,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.026976728811860085,8,28.512,,39.9526378,,-113.475976,False,0.5459999999729916,28.497,,39.952638,,-113.4759761,-0.014,,39.952638,,-113.4759761,0.012204269878566265,-0.029934847727417946,0.013727848418056965,unknown,LOITER,,,,,,STANDBY,0.10400080680847168,0.0,-0.02,0.0,12,1,15,2,17760768,0,2
1733102574.214867,0.0,False,-0.0006573137943632901,-0.002182196592912078,0.15679626166820526,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.02637302502989769,8,28.512,,39.9526378,,-113.475976,False,0.6709999999729916,28.497,,39.952638,,-113.4759761,-0.014,,39.952638,,-113.4759761,0.011947843246161938,-0.030513884499669075,0.013106509111821651,unknown,LOITER,,,,,,STANDBY,1733102574.1108663,0.0,-0.02,0.0,12,1,15,2,17760768,0,2
1733102574.323865,0.0,False,-0.000748295511584729,-0.0019579625222831964,0.1569192111492157,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.025678524747490883,8,28.512,,39.9526378,,-113.475976,False,0.7650000000139698,28.497,,39.952638,,-113.4759761,-0.014,,39.952638,,-113.4759761,0.011836934834718704,-0.031239556148648262,0.012519407086074352,unknown,LOITER,,,,,,STANDBY,0.212998628616333,0.0,-0.02,0.0,12,1,15,2,17760768,0,2
1733102574.4298654,0.0,False,-0.0006891367956995964,-0.0019467800157144666,0.156841441988945,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.025678524747490883,8,28.512,,39.9526378,,-113.475976,False,0.875,28.497,,39.952638,,-113.4759761,-0.014,,39.952638,,-113.4759761,0.01166881900280714,-0.03199875354766846,0.011790746822953224,unknown,LOITER,,,,,,STANDBY,1733102574.2168667,0.0,-0.02,0.0,12,1,15,2,17760768,0,2
1733102574.5388787,0.0,False,-0.0007194493664428592,-0.0019874735735356808,0.15707789361476898,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.02597499080002308,8,28.512,,39.9526378,,-113.475976,False,0.9839999999967404,28.497,,39.952638,,-113.4759761,-0.014,,39.952638,,-113.4759761,0.011380250565707684,-0.032693348824977875,0.011162202805280685,unknown,LOITER,,,,,,STANDBY,0.32201194763183594,0.0,-0.02,0.0,12,1,15,2,17760768,0,2
1733102574.6472363,0.0,False,-0.0009298299555666745,-0.0018547414802014828,0.15674452483654022,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.028958477079868317,8,28.512,,39.9526378,,-113.475976,False,0.09299999999348074,28.498,,39.9526379,,-113.4759761,-0.013,,39.9526379,,-113.4759761,0.011023287661373615,-0.0333881750702858,0.010462515987455845,unknown,LOITER,,,,,,STANDBY,1733102574.3252244,0.0,-0.02,0.0,12,1,15,2,17760768,0,2
1733102574.7579098,0.0,False,-0.0010074623860418797,-0.0018864902667701244,0.15652601420879364,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.02864609658718109,8,28.512,,39.9526378,,-113.475976,False,0.09399999998277053,28.498,,39.9526379,,-113.4759761,-0.013,,39.9526379,,-113.4759761,0.010863407514989376,-0.03366930037736893,0.010149973444640636,unknown,LOITER,,,,,,STANDBY,0.43268537521362305,0.0,-0.02,0.0,12,1,15,2,17760768,0,2
1733102574.867909,0.0,False,-0.0012749783927574754,-0.001831881352700293,0.15638504922389984,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.026516783982515335,8,28.512,,39.9526378,,-113.475976,False,0.2029999999795109,28.498,,39.9526379,,-113.4759761,-0.013,,39.9526379,,-113.4759761,0.010826362296938896,-0.03366991877555847,0.010135996155440807,unknown,LOITER,,,,,,STANDBY,1733102574.4352236,0.0,-0.02,0.0,12,1,15,2,17760768,0,2
1733102574.9729083,0.0,False,-0.0015928148059174418,-0.001661306363530457,0.15638230741024017,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.026258887723088264,8,28.512,,39.9526378,,-113.475976,False,0.3119999999762513,28.498,,39.9526379,,-113.4759761,-0.013,,39.9526379,,-113.4759761,0.010754345916211605,-0.033618733286857605,0.010219011455774307,unknown,LOITER,,,,,,STANDBY,0.5376846790313721,0.0,-0.02,0.0,12,1,15,2,17760768,0,2
1733102575.0819104,0.0,False,-0.0014602264855057001,-0.0017017965437844396,0.15617357194423676,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.024838654324412346,8,28.512,,39.9526378,,-113.475976,False,0.4220000000204891,28.498,,39.9526379,,-113.4759761,-0.013,,39.9526379,,-113.4759761,0.010741361416876316,-0.033607546240091324,0.010404684580862522,unknown,LOITER,,,,,,STANDBY,1733102574.5442257,0.0,-0.02,0.0,12,1,15,2,17760768,0,2
1733102575.190911,0.0,False,-0.0014490110334008932,-0.001778961275704205,0.15649566054344177,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.02395675517618656,8,28.512,,39.9526378,,-113.475976,False,0.5310000000172295,28.498,,39.9526379,,-113.4759761,-0.013,,39.9526379,,-113.4759761,0.010773268528282642,-0.033526286482810974,0.010604926384985447,unknown,LOITER,,,,,,STANDBY,0.6466853618621826,0.0,-0.02,0.0,12,1,15,2,17760768,0,2
1733102575.3014207,0.0,False,-0.0018586179940029979,-0.0021302462555468082,0.15636368095874786,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.023356609046459198,8,28.512,,39.9526378,,-113.475976,False,0.6410000000032596,28.498,,39.9526379,,-113.4759761,-0.013,,39.9526379,,-113.4759761,0.010738191194832325,-0.03335947543382645,0.010745733045041561,unknown,LOITER,,,,,,STANDBY,1733102574.6547353,0.0,-0.02,0.0,12,1,15,2,17760768,0,2
1733102575.4104226,0.0,False,-0.0021222217474132776,-0.002050108974799514,0.1565682291984558,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.022120922803878784,8,28.512,,39.9526378,,-113.475976,False,0.75,28.498,,39.952638,,-113.4759761,-0.013,,39.952638,,-113.4759761,0.010626370087265968,-0.03327047452330589,0.011219194158911705,unknown,LOITER,,,,,,STANDBY,0.7556872367858887,0.0,-0.02,0.0,12,1,15,2,17760768,0,2
1733102575.5184197,0.0,False,-0.002241394715383649,-0.0020873239263892174,0.15627485513687134,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.021709371358156204,8,28.512,,39.9526378,,-113.475976,False,0.8589999999967404,28.498,,39.952638,,-113.4759761,-0.013,,39.952638,,-113.4759761,0.010669509880244732,-0.033233389258384705,0.011586594395339489,unknown,LOITER,,,,,,STANDBY,1733102574.7627325,0.0,-0.02,0.0,12,1,15,2,17760768,0,2
1733102575.6264217,0.0,False,-0.0020571695640683174,-0.001625951612368226,0.1559864729642868,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.020622016862034798,8,28.512,,39.9526378,,-113.475976,False,0.9689999999827705,28.498,,39.952638,,-113.4759761,-0.013,,39.952638,,-113.4759761,0.010819613933563232,-0.032956819981336594,0.012340964749455452,unknown,LOITER,,,,,,STANDBY,0.8636891841888428,0.0,-0.01,0.0,12,1,15,2,17760768,0,2
1733102575.7361412,0.0,False,-0.0019547659903764725,-0.0016907932003960013,0.15606576204299927,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.01890011690557003,8,28.512,,39.9526378,,-113.475976,False,0.0779999999795109,28.498,,39.952638,,-113.4759761,-0.013,,39.952638,,-113.4759761,0.011062351055443287,-0.03228464722633362,0.012859464623034,unknown,LOITER,,,,,,STANDBY,1733102574.872452,0.0,-0.01,0.0,12,1,15,2,17760768,0,2
1733102575.843685,0.0,False,-0.002056938363239169,-0.0015638831537216902,0.1561197191476822,-1.0,100,16.2,0,0,False,,,,0,0,3,10,0.018465152010321617,8,28.512,,39.9526378,,-113.475976,False,0.0779999999795109,28.497,,39.952638,,-113.4759761,-0.014,,39.952638,,-113.4759761,0.011422710493206978,-0.03145508095622063,0.01314691361039877,unknown,LOITER,,,,,,STANDBY,0.9712328910827637,0.0,-0.01,0.0,12,1,15,2,17760768,0,2
