timestamp,airspeed,armed,attitude.pitch,attitude.roll,attitude.yaw,battery.current,battery.level,battery.voltage,commands.count,commands.next,ekf_ok,gimbal.pitch,gimbal.roll,gimbal.yaw,gps_0.eph,gps_0.epv,gps_0.fix_type,gps_0.satellites_visible,groundspeed,heading,home_location.alt,home_location.global_frame,home_location.lat,home_location.local_frame,home_location.lon,is_armable,last_heartbeat,location.global_frame.alt,location.global_frame.global_frame,location.global_frame.lat,location.global_frame.local_frame,location.global_frame.lon,location.global_relative_frame.alt,location.global_relative_frame.global_frame,location.global_relative_frame.lat,location.global_relative_frame.local_frame,location.global_relative_frame.lon,location.local_frame.down,location.local_frame.east,location.local_frame.north,mode.name,mount_status[0],mount_status[1],mount_status[2],rangefinder.distance,rangefinder.voltage,system_status.state,velocity[0],velocity[1],velocity[2],version.autopilot_type,version.major,version.minor,version.patch,version.raw_version,version.release,version.vehicle_type
1732158214.121056,0.0,True,-0.03326313570141792,-0.010210392996668816,-0.8305065631866455,-1.0,51,15.3,0,1,False,,,,0,0,3,10,4.978393077850342,312,28.499,,39.9526379,,-113.4759761,False,0.6425615979999861,78.163,,39.9533245,,-113.4769556,49.664,,39.9533245,,-113.4769556,-49.6678581237793,-83.49250030517578,76.32282257080078,MISSION,,,,,,ACTIVE,3.34,-3.69,0.0,12,1,15,0,17760384,128,2
1732158214.6536107,0.0,True,-0.031670987606048584,-0.00692792609333992,-0.8299669623374939,-1.0,51,15.3,0,1,False,,,,0,0,3,10,4.99484395980835,312,28.499,,39.9526379,,-113.4759761,False,0.07015109200000325,78.164,,39.9533383,,-113.4769754,49.665,,39.9533383,,-113.4769754,-49.668739318847656,-85.21337890625,77.87727355957031,MISSION,,,,,,ACTIVE,3.34,-3.7,0.0,12,1,15,0,17760384,128,2
1732158215.162682,0.0,True,-0.030166560783982277,-0.00662258081138134,-0.8305818438529968,-1.0,51,15.3,0,1,False,,,,0,0,3,10,5.002635955810547,312,28.499,,39.9526379,,-113.4759761,False,0.58132612899999,78.165,,39.953352,,-113.4769953,49.666,,39.953352,,-113.4769953,-49.66994857788086,-86.9048843383789,79.4079818725586,MISSION,,,,,,ACTIVE,3.35,-3.7,0.0,12,1,15,0,17760384,128,2
1732158215.6673276,0.0,True,-0.029816513881087303,-0.007915414869785309,-0.8305091261863708,-1.0,51,15.3,0,1,False,,,,0,0,3,10,5.0026397705078125,312,28.499,,39.9526379,,-113.4759761,False,0.14842783500000678,78.167,,39.9533661,,-113.4770154,49.667,,39.9533661,,-113.4770154,-49.6712532043457,-88.56415557861328,80.91590881347656,MISSION,,,,,,ACTIVE,3.37,-3.69,0.0,12,1,15,0,17760384,128,2
1732158216.180112,0.0,True,-0.03025386855006218,-0.009819925762712955,-0.8303337693214417,-1.0,51,15.3,0,1,False,,,,0,0,3,10,4.99951696395874,312,28.499,,39.9526379,,-113.4759761,False,0.4895836669999767,78.166,,39.9533799,,-113.4770352,49.667,,39.9533799,,-113.4770352,-49.67091751098633,-90.30747985839844,82.50760650634766,MISSION,,,,,,ACTIVE,3.37,-3.68,0.0,12,1,15,0,17760384,128,2
1732158216.683537,0.0,True,-0.03088446334004402,-0.009923737496137619,-0.8309179544448853,-1.0,51,15.3,0,1,False,,,,0,0,3,10,4.999069690704346,312,28.499,,39.9526379,,-113.4759761,False,0.04902925999999752,78.166,,39.9533933,,-113.4770542,49.667,,39.9533933,,-113.4770542,-49.67076110839844,-91.92767333984375,83.99205780029297,MISSION,,,,,,ACTIVE,3.37,-3.68,0.0,12,1,15,0,17760384,128,2
1732158217.190698,0.0,True,-0.030726198107004166,-0.009305271320044994,-0.8304452300071716,-1.0,51,15.3,0,1,False,,,,0,0,3,10,5.00225305557251,312,28.499,,39.9526379,,-113.4759761,False,0.3871248869999704,78.167,,39.9534073,,-113.4770742,49.668,,39.9534073,,-113.4770742,-49.67162322998047,-93.63755798339844,85.55694580078125,MISSION,,,,,,ACTIVE,3.37,-3.69,0.0,12,1,15,0,17760384,128,2
1732158217.698778,0.0,True,-0.0300335343927145,-0.008685127831995487,-0.830288290977478,-1.0,51,15.3,0,1,False,,,,0,0,3,10,5.006399154663086,312,28.499,,39.9526379,,-113.4759761,False,0.896484557000008,78.169,,39.9534212,,-113.477094,49.669,,39.9534212,,-113.477094,-49.67350769042969,-95.3243179321289,87.09504699707031,MISSION,,,,,,ACTIVE,3.37,-3.69,0.0,12,1,15,0,17760384,128,2
1732158218.2035422,0.0,True,-0.02852478437125683,-0.005882145371288061,-0.8303845524787903,-1.0,51,15.3,0,1,False,,,,0,0,3,10,5.009137153625488,312,28.499,,39.9526379,,-113.4759761,False,0.2895452860000205,78.171,,39.9534352,,-113.4771143,49.672,,39.9534352,,-113.4771143,-49.67554473876953,-97.0483169555664,88.65785217285156,MISSION,,,,,,ACTIVE,3.37,-3.7,0.0,12,1,15,0,17760384,128,2
1732158218.7151718,0.0,True,-0.027098307386040688,-0.002802124712616205,-0.8304039835929871,-1.0,51,15.3,0,1,False,,,,0,0,3,10,5.005731582641602,312,28.499,,39.9526379,,-113.4759761,False,0.8014765949999969,78.174,,39.953449,,-113.4771342,49.674,,39.953449,,-113.4771342,-49.678409576416016,-98.7476577758789,90.19390106201172,MISSION,,,,,,ACTIVE,3.36,-3.7,0.0,12,1,15,0,17760384,128,2
1732158219.2218158,0.0,True,-0.02613859809935093,-0.0018837881507351995,-0.8308140635490417,-1.0,51,15.3,0,1,False,,,,0,0,3,10,5.000033855438232,312,28.499,,39.9526379,,-113.4759761,False,0.19537525399999822,78.176,,39.9534631,,-113.4771545,49.677,,39.9534631,,-113.4771545,-49.680885314941406,-100.41716003417969,91.70354461669922,MISSION,,,,,,ACTIVE,3.37,-3.69,0.0,12,1,15,0,17760384,128,2
1732158219.7261095,0.0,True,-0.024636218324303627,-0.0006813100189901888,-0.830606997013092,-1.0,51,15.3,0,1,False,,,,0,0,3,10,4.995118141174316,312,28.499,,39.9526379,,-113.4759761,False,0.6975021670000388,78.178,,39.9534765,,-113.4771737,49.679,,39.9534765,,-113.4771737,-49.68252944946289,-102.1156005859375,93.24260711669922,MISSION,,,,,,ACTIVE,3.37,-3.68,0.0,12,1,15,0,17760384,128,2
